Total Population,Total Citizen Income,Hispanic or Latino,Total Citizen Educated in US,Total Households,White Race,Total Families,Citizen College Degree,Citizen Some College  Education,Citizen Income over 75000,Citizen High School  Graduate,Citizen No Income,Pacific Islander Race,Citizen Graduate or Professional Degree,Citizen Income 1-9999,Citizen Less than High School  Education,Citizen Income 15000-24999,Citizen Income 15000-24999,Citizen Income 35000-49999,Case Rate Categories
113993,103190,110302,88039,42563,7297,28561,18391,27565,14029,26186,11774,1751,7744,14485,8153,12925,12925,16057,2
58458,48447,49171,41873,17218,12310,11475,3221,13447,2299,14942,17376,5952,1973,5779,8290,6352,6352,4240,4
14786,12957,7591,10390,5259,222,4312,663,2858,1868,3872,2066,2289,355,2208,2642,1230,1230,1316,2
86771,68748,69626,56963,31090,13035,23206,6426,18867,4004,17815,10406,8466,3111,13275,10744,11651,11651,8278,2
23158,20975,17468,18258,9795,303,4523,2251,6499,1927,5205,1959,1467,1309,4415,2994,4040,4040,2347,1
9054,7264,8379,6171,3538,40,2185,1122,2113,810,2059,788,295,333,920,544,1121,1121,939,1
1901,1601,1777,1400,751,11,423,237,584,179,345,145,80,93,200,141,194,194,239,1
44911,37034,17126,30432,15246,359,12862,2926,7324,3176,11414,5818,4879,1414,6467,7354,5691,5691,4046,1
28417,23464,21776,19933,10837,2668,7129,3075,6009,3035,5940,3386,2489,1368,3441,3541,3153,3153,2820,1
7165,5486,2882,4338,2468,86,2216,478,1229,277,1196,1057,1406,146,970,1289,749,749,692,3
20485,18329,17070,16297,8564,98,4023,2588,5236,2002,5060,1871,782,1287,3612,2126,2710,2710,2216,1
74171,63361,49981,53159,25840,5772,19452,7527,16765,6065,15382,10496,10206,3249,9410,10236,8972,8972,7203,2
3726,2936,3271,2559,1669,75,768,515,787,271,825,359,146,120,514,312,581,581,354,1
31861,26844,13955,22180,9042,2592,6989,1263,6280,1325,7801,9267,3080,784,4466,6052,3332,3332,2224,1
310235,256729,243225,202550,114035,66700,88117,32377,80559,23467,54080,38504,23834,16680,40581,18854,37500,37500,34123,2
1714773,1480166,707815,1197716,608931,128892,465286,208782,371056,149587,304405,230051,217389,118777,256902,194696,210215,210215,167151,2
10497,9424,8588,8208,4309,69,2294,1453,2576,1000,2470,1217,623,884,1164,825,1580,1580,974,1
641,462,546,417,264,0,138,116,120,84,112,52,28,46,40,23,46,46,85,0
18212,14762,15286,12842,7254,296,4171,1596,3856,1146,4584,1778,1079,773,2486,2033,2663,2663,1837,1
92565,75259,86503,63181,34669,22387,22452,8340,20561,5567,22521,14026,3077,3819,12018,7940,11550,11550,7713,2
313166,268411,226523,224410,106589,37761,86985,42804,72588,47936,57147,50040,28656,23927,31903,27944,28894,28894,29395,2
194851,176747,149446,111064,71739,21414,39831,23839,29213,16137,22167,27384,14997,20152,42933,15693,24158,24158,17788,2
9232,7615,5314,6737,4207,104,1877,1492,1804,643,1523,796,699,915,1457,1003,1399,1399,951,2
1637,1337,1226,1136,692,41,362,197,320,75,347,202,120,52,216,220,257,257,219,1
7223,5621,633,4173,2642,37,2006,412,1053,182,1175,1105,570,201,1841,1332,894,894,332,1
38106,30795,30653,25710,14778,1382,9121,3183,7693,1901,9749,5198,2569,1386,5375,3699,4901,4901,3508,1
17187,14315,14021,12293,6822,2098,4045,1129,3179,1386,5009,1938,1233,688,2285,2288,2038,2038,1800,2
42750,37077,34098,31237,16511,766,9921,4998,10110,3814,9632,4400,2855,2523,5723,3974,6138,6138,4708,1
38066,32649,20144,26065,12301,2585,10058,2525,7096,2336,9853,5501,4975,1201,5345,5390,5582,5582,3835,2
21381,17291,11459,14444,7766,565,5671,1587,4577,2078,4705,2278,1883,756,2957,2819,2305,2305,2230,2
13544,11038,12519,9547,5447,141,3225,1080,2973,733,3815,2171,292,449,1732,1230,1650,1650,1332,1
406220,310732,48473,243247,119631,2155,134199,29742,58134,14809,60972,76012,39905,12145,62471,82254,48363,48363,24987,2
12401,9880,9753,8177,4678,2163,3355,964,2346,523,3104,1384,1337,399,1678,1364,1799,1799,1216,3
6182,4753,5657,4056,2452,35,1587,753,1435,783,1155,603,153,432,753,281,695,695,611,1
30464,24510,29411,21048,12429,5315,7065,2248,5271,1419,9612,4157,390,968,3714,2949,4493,4493,3111,1
8062,5885,3234,4738,2744,162,2523,414,1288,336,1504,1073,2129,220,1074,1312,826,826,659,2
35096,30274,28461,24857,11952,2872,10011,3492,8749,5353,7483,6215,3320,1610,4031,3523,3285,3285,2368,2
50845,40617,40346,33664,17894,7498,13173,4229,10076,2746,10506,7723,5207,1866,7130,6987,6132,6132,4269,1
7041,5823,5156,4763,2326,698,1508,581,1326,256,1743,1773,376,301,821,812,629,629,677,1
10752,8599,10285,7446,4319,57,2442,953,2307,768,3017,981,138,379,1652,790,1267,1267,1002,1
3127,2247,1473,1820,1113,125,918,125,478,115,539,339,586,67,563,611,232,232,255,1
3320,2740,2718,2406,1466,8,699,336,697,184,851,280,169,159,490,363,376,376,361,1
8895,6865,7476,6131,3857,197,1979,639,1855,516,2287,988,593,241,1241,1109,1019,1019,963,1
782341,711694,666987,594927,283759,66387,224677,194541,164137,168374,89904,112707,40087,108514,85579,37831,67392,67392,76144,2
3057,2407,2141,2062,1179,134,845,221,610,103,665,154,405,101,623,465,367,367,294,1
20874,16787,15422,14213,8182,2740,4968,2137,3786,1349,5189,2493,1846,551,2341,2550,2681,2681,2366,2
108472,104806,81483,89549,41363,1727,25697,21295,27739,17439,22607,13519,5808,10924,15393,6984,13634,13634,12021,1
13974,11019,10369,9415,5580,53,3380,1204,2441,587,3494,1722,1143,546,1549,1730,2063,2063,1482,1
4087,3433,1914,2868,1041,77,577,237,617,170,810,1421,345,86,472,1118,369,369,266,1
38437,31370,32440,26188,14513,1054,9831,4098,8962,3402,7715,3761,2901,1847,4471,3566,4987,4987,4085,1
75388,60144,63415,47102,22545,11943,21005,5159,20882,3187,13417,13447,3881,2082,8890,5562,9901,9901,7851,2
1505,1182,1189,1061,677,133,350,114,274,62,349,114,123,63,312,261,230,230,175,2
4375,3569,1966,2889,1471,125,1289,213,973,454,827,688,847,126,642,750,511,511,326,3
3719,2983,1367,2460,1422,30,994,166,778,218,858,551,483,53,451,605,503,503,408,1
6059,4538,2888,3723,2237,209,1747,387,970,195,1341,622,898,96,942,929,816,816,517,1
2398,1811,571,1567,908,15,667,104,323,66,530,274,369,37,452,573,325,325,132,0
6703,5330,3986,4378,2448,84,2003,367,1167,374,1279,780,871,174,981,1391,691,691,608,2
2368139,1976883,1462199,1621762,855960,528200,654263,311327,416641,231501,364902,326206,367610,177288,278102,351604,296269,296269,231266,2
13833,10333,6446,8404,4385,905,3422,771,2002,714,3029,2457,1854,298,2137,2304,1336,1336,923,2
19372,13898,6333,11084,6365,242,6241,1186,2974,918,3547,2047,3352,387,2466,2990,1816,1816,1889,3
5231,4213,4943,3591,2088,380,1185,454,1177,386,1256,690,141,170,859,534,570,570,441,1
662614,614236,541778,506132,240289,55534,182260,148204,153113,121122,93186,80572,41916,71260,84301,40369,67417,67417,72470,2
20097,16606,13595,14430,7407,1876,4493,1423,3768,1700,5923,3364,2414,542,2461,2774,2415,2415,1772,1
2444,1831,1736,1607,930,99,492,158,547,113,499,259,192,86,414,317,226,226,202,1
9996,8088,1380,6561,3421,99,3001,400,1541,425,2015,1352,785,261,2275,2344,1338,1338,882,1
3677,2896,3368,2250,1517,164,758,290,854,201,719,312,111,136,759,251,395,395,302,2
11782,9010,1358,7395,4090,110,3075,394,1916,444,2450,1444,1152,247,2034,2388,1475,1475,862,1
18583,15107,15910,12529,7465,335,4162,1032,4434,721,4366,2447,1062,562,3197,2135,3012,3012,1221,1
137130,115972,64799,92135,48688,6141,39808,10084,28081,14726,27132,16944,20384,3775,18249,23063,16009,16009,14004,2
2002,1854,975,1605,839,11,417,308,398,132,474,222,197,23,499,402,207,207,125,0
149610,127655,114449,104692,50503,13482,43315,16526,35517,15313,30158,18920,13344,6616,18682,15875,15277,15277,16070,2
800647,639954,142513,503599,256557,24864,240813,76291,154271,41049,121262,126605,83796,35258,123732,116517,97100,97100,64222,2
37890,33778,30611,23213,14569,451,8448,4288,7633,2268,5666,5153,3796,2158,7841,3468,4541,4541,3887,1
17866,14196,14150,11990,6302,4524,3877,1148,3288,673,4497,3332,2010,298,2726,2759,2438,2438,1294,1
33915,27928,30689,23829,12149,2312,7503,2603,8163,1884,8264,4963,1228,1264,4689,3535,4057,4057,3136,1
24554,20671,19969,17974,10078,1632,5389,2412,4790,2149,6876,2471,1849,833,3174,3063,2985,2985,2754,2
3974,3236,2975,2743,1668,136,898,368,935,285,855,353,286,125,664,460,358,358,456,1
6446,4629,3036,3829,2402,232,1862,489,1174,429,989,681,1163,176,741,1001,591,591,608,2
1336,1187,1149,1040,573,53,278,133,298,92,334,91,54,41,212,234,262,262,155,0
585375,547414,446408,453117,187384,125818,173835,129438,121619,116232,77798,103844,44328,77697,71676,46565,55426,55426,53680,2
10605,8566,9272,7185,4159,417,2602,1031,2522,648,2303,1182,696,392,1423,937,1724,1724,888,2
19816,15963,17122,13711,7259,3193,4630,1200,4794,1404,4812,3492,1614,407,2303,2498,2356,2356,1394,1
17217,15408,3816,11490,4854,584,4259,648,2642,862,4001,4027,2518,179,4067,4020,1605,1605,1101,2
17526,13857,11113,10902,5606,305,6106,798,2224,1450,3289,2885,1996,420,2225,4171,1625,1625,1371,1
291309,255768,226039,214058,108969,40112,74167,41264,71255,44948,53959,38760,21631,21827,39251,25753,31879,31879,25053,2
6461,5826,3415,5062,1671,420,1276,412,1022,337,1399,1840,571,104,946,2125,852,852,567,1
24837,21723,19868,19001,10572,89,5041,4621,5054,2605,5673,1957,1520,1734,4094,1919,3319,3319,3031,1
1226,1180,848,936,441,15,352,187,244,172,220,164,145,50,285,235,196,196,113,2
7210,6173,4748,5213,2868,343,1648,603,1922,912,1831,813,595,317,1221,540,907,907,665,1
19807,15971,10454,13194,7120,1468,5368,1278,3188,1165,4730,2449,3474,465,2580,3533,2674,2674,1804,3
22535,18038,17170,15296,8443,1097,5571,1508,5338,1478,4997,3418,2238,451,2976,3002,2661,2661,2024,2
120877,101230,107189,85080,46905,7081,29132,11483,31102,9556,26722,12586,6261,5734,17313,10039,15221,15221,12774,2
121730,96369,101712,79339,45798,24390,31021,11233,27973,8359,22892,12355,10543,4923,18328,12318,14876,14876,11132,2
26604,22299,20952,18776,8902,4390,6059,1703,5599,1816,6661,6149,2020,874,3244,3939,2692,2692,2443,3
131533,118778,84644,98048,45762,8512,36404,17245,30744,15649,29428,17200,11053,9051,16950,11580,15912,15912,14944,1
36273,26568,16004,20977,11846,1925,10434,2324,5357,1379,7083,5212,7097,1058,5054,5155,3350,3350,3202,2
3353,2517,2266,2079,1372,242,867,167,689,114,609,377,449,97,578,517,379,379,305,1
8517,6814,7654,5868,3442,46,1816,982,1579,476,1965,625,366,354,1351,988,1100,1100,904,2
5613,4185,3183,3408,2006,36,1703,426,942,331,930,832,789,117,583,993,657,657,462,2
4139,3208,3250,2797,1722,246,1019,301,813,186,950,265,211,103,644,630,671,671,387,1
54635,44645,52251,37590,20462,3193,14110,4357,12330,5850,14314,7455,720,1943,6355,4646,6015,6015,4790,2
4092459,3494885,2420919,2864864,1435155,775492,1147835,559393,764871,473270,668154,620983,583566,314848,501657,557598,482575,482575,374994,2
65631,52452,58377,43624,24523,14398,16981,5859,13677,4610,14779,9103,4277,2345,8658,6964,7484,7484,6175,2
6062,4798,4614,4340,1771,418,1369,561,1076,327,1693,1819,250,178,443,832,532,532,623,2
5899,4981,4485,4333,2297,220,1228,377,1055,237,1427,838,579,155,1049,1319,781,781,481,1
157107,156734,101706,115173,55245,5536,38761,27823,34952,19209,25458,21169,17232,14296,28573,12644,19881,19881,20067,2
3807,3039,2721,2488,1382,9,1116,482,692,436,631,346,383,83,602,600,277,277,456,1
78532,65434,70042,55862,31020,4887,17842,6711,17501,4598,18926,9204,4031,3403,11341,9321,12099,12099,6790,1
774769,603493,72563,465095,216471,4569,268484,59522,105473,28823,107747,144142,68128,23471,134853,168882,83694,83694,49059,1
35089,28296,28662,23911,13238,2224,8520,2628,7402,1950,8080,3638,2534,1293,5421,4508,4830,4830,3298,1
22935,18129,12942,14313,8242,837,6227,1313,5032,1491,4079,2594,3261,639,3681,3250,2428,2428,2280,1
51182,45628,45948,39783,20795,252,10902,7260,13180,6054,11741,5793,2103,3201,6368,4401,6610,6610,5744,1
35161,28317,29793,23983,13308,2483,8994,2796,7006,2272,8749,3939,2915,1363,5070,4069,4347,4347,3074,1
23732,19203,21368,16647,8656,6179,4926,1830,5008,800,6164,4910,1127,580,3363,3065,2653,2653,1902,2
35012,29770,21757,24729,11333,2181,7857,2271,7991,2335,8567,6988,5583,911,4796,4989,3957,3957,2558,1
3476,2946,708,2455,1174,48,1047,169,408,63,656,669,561,18,954,1204,331,331,142,2
86129,72420,74378,59772,32076,7133,21419,7264,18481,6529,20615,10862,4852,4140,13874,9272,10299,10299,7636,2
22150,17027,17764,14177,8812,558,5828,1412,5534,1904,4640,2504,1582,534,3139,2057,2409,2409,1777,2
1599,1268,1192,1051,653,11,368,95,403,183,427,182,80,61,191,65,142,142,101,1
9044,7306,7761,6105,3136,340,1992,415,1605,654,2600,1522,600,281,1346,1204,964,964,787,1
14075,11532,9996,9757,5284,988,3579,1301,3273,1115,3207,1368,1237,482,1927,1494,1545,1545,1002,1
35710,28247,33693,23929,13770,5959,8895,1653,7052,2318,10719,5639,1066,1130,4839,3375,4460,4460,2580,1
2342,1900,1552,1768,1034,23,464,326,506,133,260,206,135,316,239,360,423,423,246,0
252273,203902,209374,168757,93441,85291,60398,21920,53893,19793,55612,40553,20353,9941,33387,27391,28497,28497,23061,2
5300,4010,393,3190,1902,22,1538,279,868,255,1056,723,504,81,943,906,639,639,335,1
40838,31562,8584,25713,13961,237,11758,2246,6541,2260,9328,5976,3892,652,6375,6946,4629,4629,2533,1
150934,125593,123615,104312,52193,3979,41149,13984,33965,12673,34442,20642,9569,5347,17666,16574,16071,16071,17675,1
20202,17074,15193,14706,6034,2344,3734,1315,3943,972,5864,5638,2936,288,3692,3296,1866,1866,1232,5
14824,12387,7448,10281,4463,1377,2962,1031,2624,1097,3737,3651,2734,378,1846,2511,1211,1211,1272,1
103350,88457,85802,73684,34964,10730,29754,10175,23553,9900,24568,12496,6809,5046,14765,10342,10464,10464,11481,2
33410,32703,26581,27557,12617,167,8099,7464,8785,6121,6126,3798,1888,3285,5089,1897,3985,3985,3491,1
416,418,97,341,147,5,102,11,30,13,89,114,28,11,87,200,78,78,24,0
808,548,688,496,350,8,185,86,144,35,121,50,29,32,105,113,61,61,95,0
49625,42654,37730,36657,20550,884,10014,6047,12679,4066,10109,4455,3419,3452,7419,4370,7860,7860,5087,1
4607,3788,3530,3330,2016,18,939,388,998,212,1130,312,274,254,805,560,599,599,595,1
286,223,247,207,113,0,68,30,56,21,69,12,11,11,19,41,34,34,40,0
3598,3016,1594,2662,1350,53,724,237,767,171,907,494,248,68,491,683,464,464,382,1
32061,25115,9566,17405,11097,1201,8050,2897,5376,1739,3981,4388,3494,1299,6111,3852,3477,3477,2281,1
3719,2882,2618,2452,1506,214,942,383,654,162,863,346,524,119,529,433,496,496,373,1
49793,39738,46570,33509,19829,6703,12095,4006,11186,2776,11455,5145,1242,1716,7775,5146,6375,6375,4227,2
13977,10224,6746,8451,5081,598,4092,945,2123,624,2714,1369,2497,444,2106,2225,1553,1553,1349,2
19677,16606,16234,14175,7539,632,4876,1871,5877,1862,3836,2215,1216,983,3032,1608,2244,2244,2137,1
6886,6123,966,5094,1931,34,1494,548,709,457,2002,1256,549,222,1243,1613,1151,1151,413,1
19263,15936,16186,13710,7808,1301,4448,1742,3470,1778,5743,1768,939,644,2319,2111,2660,2660,2242,1
16612,13809,12888,11512,6151,1807,4345,1414,3238,1145,4250,1838,1204,617,2434,1993,1765,1765,2165,2
16801,13800,14541,11682,6896,1202,3749,1381,3176,1363,4645,1994,946,474,1981,2006,2556,2556,1590,1
75643,63027,62041,52195,25073,8202,19367,3474,14582,5284,20780,15562,6789,1391,10358,11968,7355,7355,6976,2
23384,19055,18919,16048,8499,4103,5517,1572,5219,985,5466,2935,2464,645,3789,3146,2990,2990,1902,1
3302,2692,2295,2266,1263,25,911,314,649,362,769,329,311,112,407,422,329,329,284,2
11531,10065,7471,8735,4257,502,2354,722,2839,904,3032,2140,592,262,1775,1880,1537,1537,1045,1
19301,17804,17759,16163,9008,112,3077,2981,5398,2309,4281,1484,397,1316,3589,2187,3115,3115,1795,1
82,67,64,64,39,0,9,3,27,10,21,4,7,0,16,13,5,5,12,0
278831,237533,189907,174904,105781,20952,67862,31162,54139,22554,45271,31360,27512,18975,48669,25357,35375,35375,28091,2
5915,4492,3172,3809,2246,127,1645,523,1046,341,1238,580,822,123,749,879,771,771,569,2
8283,6561,5807,5832,3338,160,2039,671,1809,378,1862,733,941,261,1315,1229,1005,1005,997,1
234906,195032,179435,148119,86892,34767,59745,21969,49083,15681,41418,28216,25497,11954,36745,23695,31203,31203,21681,1
707,448,446,401,310,8,119,49,96,42,160,66,35,34,39,62,99,99,25,0
13664,11620,10976,9671,4187,2719,3000,921,2606,707,3701,4599,1407,341,1392,2102,1100,1100,921,1
10546,8573,10218,7653,4595,2325,2009,778,2232,577,2973,1466,105,300,1599,1370,1363,1363,1006,1
4799,4071,2713,3257,1649,78,1456,448,808,540,1053,644,524,223,603,725,695,695,358,1
4012,3527,3148,3071,1754,18,851,424,1048,240,1057,334,199,198,879,344,543,543,474,3
36702,28851,22628,23972,13894,4200,9671,2547,7158,2499,7891,4127,4530,980,5281,5396,5130,5130,2774,2
54258,42252,2344,32205,15563,135,18323,2808,8498,2827,6768,8714,3138,999,10300,13132,6562,6562,3010,2
46006,39236,23135,32337,15530,1012,11865,4251,9879,4036,10374,6486,3950,2228,7598,5605,5443,5443,3525,2
2242,1788,1452,1638,994,13,439,170,445,147,592,104,324,88,319,343,368,368,171,0
136872,121835,85272,99639,50845,9087,37529,19394,31264,23396,25416,17193,16431,7339,16137,16226,14408,14408,14416,1
24757,19602,18977,16592,9408,2473,6552,1860,4844,1368,6211,2748,2228,633,3653,3044,3218,3218,2146,2
4936,3941,4118,3346,1975,26,1197,502,1067,281,938,433,364,267,695,572,644,644,530,1
9403,7309,5922,5961,2809,1060,1820,545,1611,492,2180,2079,1662,160,1539,1465,720,720,848,1
19719,15685,17789,13601,7989,53,4527,1461,4107,1540,4935,2139,717,747,2729,2351,2152,2152,1828,1
455746,417055,361048,348041,162530,19401,125979,77686,103723,77115,83779,67264,31854,39677,56404,43176,50879,50879,44261,2
21904,16063,10362,12664,7197,336,6999,1327,3503,1196,3083,2498,3583,365,2610,4386,2074,2074,2463,5
12934,10139,11931,8873,5226,2976,3013,893,2942,627,3465,1448,545,529,1468,1044,1927,1927,1193,2
1210,887,1047,742,542,24,264,92,307,73,243,41,48,24,245,76,172,172,126,1
64524,52484,53168,37299,23861,11731,15061,5756,10766,3426,10697,8282,6067,3649,12529,6431,7524,7524,5570,2
47735,37724,36390,31447,17380,6606,12923,3170,10113,2587,9267,5144,5978,1740,7220,7157,6487,6487,4498,2
14445,11864,14042,9862,5476,2901,3353,668,3026,883,4737,2080,86,204,2365,1227,2103,2103,1020,1
15216,11809,10113,9757,5999,715,3935,948,3224,878,3327,1428,1267,349,2156,1909,2249,2249,1358,1
340223,283709,133930,231828,124587,13637,88255,31165,74401,29670,67676,40936,32797,17224,49670,41362,41456,41456,31054,1
10223,7706,5241,6192,3617,39,3231,849,1696,861,1854,1196,1067,282,1563,1511,1048,1048,783,2
2052,1538,1809,1159,691,62,698,227,375,175,337,279,80,80,288,140,193,193,170,1
81837,66622,77071,55998,31031,6979,20507,6754,19487,7933,21599,10149,1681,2035,10659,6123,8912,8912,7974,1
28111,22667,23126,19131,10871,621,7031,2239,6112,1869,6672,2948,2137,931,4505,3177,3636,3636,2200,1
23796,18868,21826,15842,9271,3867,5870,1599,5941,1860,5179,2790,1064,726,3239,2397,2934,2934,1959,3
116927,100420,104517,84550,42069,1915,29869,16056,29427,15853,23397,13921,4431,6727,14517,8943,13530,13530,11508,1
10269,7461,4105,6073,3413,119,3214,747,1301,562,2054,1173,1815,230,1255,1741,1179,1179,815,3
15507,12569,5077,10631,4894,572,3822,696,2484,956,3888,3551,2092,329,2017,3234,1590,1590,1221,2
45413,38977,39454,33538,16503,5211,9577,3086,9594,3053,12485,6815,3280,1025,7216,7348,6233,6233,4350,1
121073,92729,78381,76469,42933,12365,33653,7824,23996,6443,23244,18052,14611,3482,14597,17923,15101,15101,9421,4
7818,5488,1297,4517,2906,47,2264,608,636,240,822,892,771,306,1584,2145,587,587,564,1
10914,9309,10075,8196,4377,256,2363,601,2541,602,3308,1061,366,283,1594,1463,1731,1731,1223,1
120725,104231,100950,85467,47975,2867,30103,17818,32859,14830,19032,10785,5311,8631,15905,7127,13875,13875,13578,2
3367,2854,1316,2352,1156,70,1010,179,640,391,757,503,613,80,529,696,268,268,352,1
3309,2858,2495,2418,1374,22,660,391,782,129,617,361,175,139,506,489,607,607,348,1
12860,10475,12011,8888,5469,2233,2747,934,2707,506,3475,1535,410,290,2196,1482,1747,1747,1247,2
13783,12015,3550,9773,3839,690,3142,683,2448,797,2705,3276,2047,250,2564,3687,1226,1226,989,1
7383,5861,3896,4936,2841,483,1781,438,1658,502,1686,736,735,158,1079,996,914,914,684,1
929,689,855,597,359,1,236,152,193,129,175,53,33,34,101,43,102,102,75,2
16622,13367,13632,11278,6541,3586,4213,1170,3529,1198,4056,1839,1262,526,2488,1997,2012,2012,1498,1
78337,70060,65867,58304,26448,4521,23507,15356,18333,15505,11851,10169,4246,7947,8388,4817,7071,7071,8507,2
10501,8271,7140,6993,4165,192,2632,1063,1636,621,2515,1355,1304,275,1470,1504,1459,1459,769,1
53330,42783,45721,36180,18476,9435,12379,3855,12032,3609,11165,7993,3800,1748,7648,7380,6273,6273,4206,2
10834,8894,10490,8040,4738,784,2120,749,2319,393,3434,1081,133,410,2240,1128,1815,1815,819,1
8865,7001,8333,6140,3625,2016,1866,531,1758,366,2412,1269,293,213,1475,1226,1190,1190,656,3
26384,22342,23504,19122,10096,2710,6326,1428,4659,1666,9267,3372,1164,497,4461,3271,3785,3785,2627,1
64804,51728,29556,42404,22637,1071,18275,4160,13360,5061,13741,9011,5522,1903,8375,9240,8054,8054,6038,1
6131,4846,4416,4159,2257,204,1285,449,1193,313,1240,755,605,177,968,1100,827,827,555,1
3461,2399,1925,1963,1182,38,1103,305,645,258,415,257,527,93,391,505,443,443,218,2
16921,13669,10772,11184,5838,799,4234,1258,3275,1454,3595,2607,2247,601,2668,2455,1685,1685,1551,1
3378,2707,3038,2232,1367,29,834,449,725,225,563,334,113,163,582,332,346,346,363,1
25448,20037,21284,16398,9648,4432,6727,1754,4306,1083,5579,3640,3021,747,3979,4012,3332,3332,2143,3
3034,2495,1807,2077,1081,14,916,340,554,209,521,361,264,105,410,557,313,313,318,3
209714,176306,173626,144635,79055,37629,53796,25104,50813,16798,35519,26403,17024,11297,30227,21902,27622,27622,21738,1
8490,7024,6864,5975,3078,57,2246,822,2080,819,1806,894,857,375,1279,892,963,963,876,1
60968,45772,2631,34979,17001,69,20678,2467,5384,1374,8311,9412,1811,921,13702,17896,6176,6176,3072,2
9630,7661,7619,6435,3665,201,2305,712,1782,671,2106,1173,1023,371,1661,1464,1047,1047,893,1
1143,858,778,779,440,14,279,103,151,89,351,90,71,64,97,110,112,112,116,0
1490,849,1281,793,642,39,339,71,225,100,341,49,94,28,131,128,167,167,99,0
4128,3121,1669,2673,1550,17,1134,460,746,515,785,564,361,68,412,614,538,538,369,0
7854,5963,4705,5034,2762,566,2052,507,1493,289,1733,1299,1150,146,1291,1155,788,788,607,2
1809034,1537652,1326057,1263581,657134,268983,507061,264881,385090,206744,301127,228552,180672,128378,224636,184105,200086,200086,186610,2
131506,107074,102432,82140,50725,9699,32158,13250,27441,9272,24485,11601,10040,6517,20621,10447,18207,18207,13099,1
984,586,517,561,430,7,218,54,197,41,160,78,121,43,120,107,99,99,66,0
12651,9794,6440,8153,4200,605,3279,696,2077,643,2503,1574,1331,349,1949,2528,1558,1558,991,1
1641,1319,1489,1116,721,11,366,178,354,97,338,149,43,45,211,201,226,226,123,0
32334,24732,19535,19787,10813,3091,9883,2192,5552,1569,5956,4621,6034,938,3710,5149,4467,4467,2962,4
110224,93498,70909,74694,42331,4445,25934,12276,23534,8401,21625,12057,10484,5528,14327,11731,15414,15414,11209,1
1024266,949699,681500,795223,404467,87308,245037,240380,192840,168708,135671,128143,124706,136996,122081,89336,117686,117686,121551,2
14585,12012,13468,10599,6142,1378,3041,878,3582,684,4027,1777,576,365,2336,1747,1989,1989,1310,1
21766,18102,20279,15046,8007,2390,4352,1472,4614,1453,6293,4261,1010,348,3206,2319,2530,2530,1942,1
39309,32387,36696,27470,14925,3416,9722,3255,9012,2553,9286,5054,1167,1382,5720,4535,5290,5290,3611,1
3355,2645,1711,2224,1256,63,915,145,657,307,835,520,649,102,370,485,337,337,267,0
26405,20788,8106,16679,9025,170,7633,1823,5269,1128,4082,2977,4534,698,4471,4807,3430,3430,2511,1
48879,37148,9680,29286,15654,746,14564,3772,6946,2783,7489,6732,5067,1521,8069,9558,5535,5535,3963,1
52579,43586,47732,37033,20047,1427,12650,4419,12219,3628,12674,6134,1741,1740,7380,5981,7455,7455,5522,1
86793,71796,48680,59263,32187,5513,23177,7819,19257,8118,18356,8567,8747,3760,12288,10071,10614,10614,8252,2
67861,61877,56472,45996,20969,15257,11318,6546,11904,2832,17216,25916,4737,2770,7432,7560,6529,6529,6625,5
43205,38615,30669,26108,14040,10739,10656,3477,7360,3358,8069,7078,5682,1544,8012,5658,5205,5205,4054,2
10658,8843,5584,7213,3995,522,2920,669,2083,1078,2613,1672,1429,306,1466,1542,1068,1068,1040,1
33718,28549,29077,23225,13037,5947,7450,3876,7192,2734,6893,4238,1679,1678,4598,3586,4816,4816,3200,2
250304,193020,10651,147331,67106,1132,88158,18078,32925,11256,39615,51626,22782,7589,36898,49124,26949,26949,14791,2
41280,32424,25835,26830,15132,5817,11072,2560,8419,2754,8726,4926,4596,1463,5118,5662,4724,4724,3343,2
5410,4360,4066,3748,2181,113,1371,429,1268,401,1146,599,638,119,663,786,639,639,566,2
131500,106742,109641,83946,49016,13811,30409,12916,26862,7627,26679,16854,8368,5870,19617,11619,15987,15987,12577,1
13535,10513,10027,8767,5289,1086,3467,1011,2939,505,2674,1168,1271,322,1958,1821,1769,1769,1283,1
22134,17338,2837,13593,5764,473,5931,930,2674,582,4990,5570,2048,300,3865,4699,1883,1883,1048,2
422679,395309,324645,332250,152606,26196,121452,89380,107096,69086,68056,53415,29336,44333,49597,23385,44897,44897,51352,2
42918,37816,26506,31631,15009,701,11334,4199,9519,5285,11156,5853,2614,1963,5997,4794,4547,4547,4267,1
7110,5823,3286,4590,2578,156,2109,380,1396,657,1311,1090,1410,109,1138,1394,607,607,703,1
59127,50182,49015,42293,21015,627,15403,5397,14038,5376,14640,7855,4093,1859,7887,6359,6853,6853,5254,1
41964,36339,38413,31470,17118,1972,8528,3719,10893,2950,10974,4663,1724,1309,6711,4575,6069,6069,3985,1
7879,6109,3257,4877,2643,70,2501,517,1325,814,1364,1016,1640,219,1310,1452,630,630,522,1
18550,14537,15505,12231,7343,232,4459,1636,3481,1298,4222,1995,1004,764,2387,2128,2266,2266,1750,1
14018,10240,934,8034,4297,19,4805,651,1519,625,2013,1814,725,268,2949,3583,1506,1506,773,2
11677,9076,716,6946,3573,89,3660,388,1581,225,2074,1143,1062,142,2942,2761,1664,1664,388,1
