Total Population,Total Citizen Income,Hispanic or Latino,Total Citizen Educated in US,Total Households,White Race,Total Families,Hispanic or Latino_iqr,Citizen High School  Graduate,Citizen Some College  Education,Citizen College Degree,Citizen Income over 75000,Citizen No Income,Citizen Income 1-9999,Pacific Islander Race,Native American Race,Citizen Graduate or Professional Degree,Citizen Less than High School  Education,Citizen Income 15000-24999,Citizen Income 35000-49999,Death Rate Categories
47735,37724,36390,31447,17380,6606,12923,36390.0,9267,10113,3170,2587,5144,7220,5978,253,1740,7157,6487,4498,2
14445,11864,14042,9862,5476,2901,3353,14042.0,4737,3026,668,883,2080,2365,86,62,204,1227,2103,1020,0
15216,11809,10113,9757,5999,715,3935,10113.0,3327,3224,948,878,1428,2156,1267,67,349,1909,2249,1358,0
340223,283709,133930,231828,124587,13637,88255,133930.0,67676,74401,31165,29670,40936,49670,32797,5731,17224,41362,41456,31054,1
10223,7706,5241,6192,3617,39,3231,5241.0,1854,1696,849,861,1196,1563,1067,28,282,1511,1048,783,2
2052,1538,1809,1159,691,62,698,1809.0,337,375,227,175,279,288,80,17,80,140,193,170,3
81837,66622,77071,55998,31031,6979,20507,77071.0,21599,19487,6754,7933,10149,10659,1681,804,2035,6123,8912,7974,1
28111,22667,23126,19131,10871,621,7031,23126.0,6672,6112,2239,1869,2948,4505,2137,134,931,3177,3636,2200,1
23796,18868,21826,15842,9271,3867,5870,21826.0,5179,5941,1599,1860,2790,3239,1064,73,726,2397,2934,1959,3
116927,100420,104517,84550,42069,1915,29869,104517.0,23397,29427,16056,15853,13921,14517,4431,639,6727,8943,13530,11508,1
10269,7461,4105,6073,3413,119,3214,4105.0,2054,1301,747,562,1173,1255,1815,25,230,1741,1179,815,0
15507,12569,5077,10631,4894,572,3822,5077.0,3888,2484,696,956,3551,2017,2092,79,329,3234,1590,1221,0
45413,38977,39454,33538,16503,5211,9577,39454.0,12485,9594,3086,3053,6815,7216,3280,188,1025,7348,6233,4350,0
121073,92729,78381,76469,42933,12365,33653,78381.0,23244,23996,7824,6443,18052,14597,14611,4822,3482,17923,15101,9421,2
7818,5488,1297,4517,2906,47,2264,1297.0,822,636,608,240,892,1584,771,76,306,2145,587,564,0
10914,9309,10075,8196,4377,256,2363,10075.0,3308,2541,601,602,1061,1594,366,55,283,1463,1731,1223,0
120725,104231,100950,85467,47975,2867,30103,100950.0,19032,32859,17818,14830,10785,15905,5311,1684,8631,7127,13875,13578,1
3367,2854,1316,2352,1156,70,1010,1316.0,757,640,179,391,503,529,613,6,80,696,268,352,0
3309,2858,2495,2418,1374,22,660,2495.0,617,782,391,129,361,506,175,2,139,489,607,348,0
12860,10475,12011,8888,5469,2233,2747,12011.0,3475,2707,934,506,1535,2196,410,23,290,1482,1747,1247,3
13783,12015,3550,9773,3839,690,3142,3550.0,2705,2448,683,797,3276,2564,2047,119,250,3687,1226,989,0
7383,5861,3896,4936,2841,483,1781,3896.0,1686,1658,438,502,736,1079,735,33,158,996,914,684,0
929,689,855,597,359,1,236,855.0,175,193,152,129,53,101,33,2,34,43,102,75,0
16622,13367,13632,11278,6541,3586,4213,13632.0,4056,3529,1170,1198,1839,2488,1262,103,526,1997,2012,1498,0
78337,70060,65867,58304,26448,4521,23507,65867.0,11851,18333,15356,15505,10169,8388,4246,1897,7947,4817,7071,8507,2
10501,8271,7140,6993,4165,192,2632,7140.0,2515,1636,1063,621,1355,1470,1304,21,275,1504,1459,769,0
53330,42783,45721,36180,18476,9435,12379,45721.0,11165,12032,3855,3609,7993,7648,3800,214,1748,7380,6273,4206,1
10834,8894,10490,8040,4738,784,2120,10490.0,3434,2319,749,393,1081,2240,133,33,410,1128,1815,819,2
8865,7001,8333,6140,3625,2016,1866,8333.0,2412,1758,531,366,1269,1475,293,23,213,1226,1190,656,3
26384,22342,23504,19122,10096,2710,6326,23504.0,9267,4659,1428,1666,3372,4461,1164,123,497,3271,3785,2627,0
64804,51728,29556,42404,22637,1071,18275,29556.0,13741,13360,4160,5061,9011,8375,5522,537,1903,9240,8054,6038,0
6131,4846,4416,4159,2257,204,1285,4416.0,1240,1193,449,313,755,968,605,13,177,1100,827,555,0
3461,2399,1925,1963,1182,38,1103,1925.0,415,645,305,258,257,391,527,4,93,505,443,218,0
16921,13669,10772,11184,5838,799,4234,10772.0,3595,3275,1258,1454,2607,2668,2247,59,601,2455,1685,1551,0
3378,2707,3038,2232,1367,29,834,3038.0,563,725,449,225,334,582,113,9,163,332,346,363,0
25448,20037,21284,16398,9648,4432,6727,21284.0,5579,4306,1754,1083,3640,3979,3021,81,747,4012,3332,2143,2
3034,2495,1807,2077,1081,14,916,1807.0,521,554,340,209,361,410,264,7,105,557,313,318,0
209714,176306,173626,144635,79055,37629,53796,140466.75,35519,50813,25104,16798,26403,30227,17024,2597,11297,21902,27622,21738,1
8490,7024,6864,5975,3078,57,2246,6864.0,1806,2080,822,819,894,1279,857,53,375,892,963,876,0
60968,45772,2631,34979,17001,69,20678,2631.0,8311,5384,2467,1374,9412,13702,1811,133,921,17896,6176,3072,0
9630,7661,7619,6435,3665,201,2305,7619.0,2106,1782,712,671,1173,1661,1023,32,371,1464,1047,893,0
1143,858,778,779,440,14,279,778.0,351,151,103,89,90,97,71,0,64,110,112,116,0
1490,849,1281,793,642,39,339,1281.0,341,225,71,100,49,131,94,14,28,128,167,99,0
4128,3121,1669,2673,1550,17,1134,1669.0,785,746,460,515,564,412,361,8,68,614,538,369,0
7854,5963,4705,5034,2762,566,2052,4705.0,1733,1493,507,289,1299,1291,1150,10,146,1155,788,607,2
1809034,1537652,1326057,1263581,657134,268983,507061,140466.75,301127,385090,264881,206744,228552,224636,180672,84561,128378,184105,200086,186610,2
131506,107074,102432,82140,50725,9699,32158,102432.0,24485,27441,13250,9272,11601,20621,10040,2073,6517,10447,18207,13099,1
984,586,517,561,430,7,218,517.0,160,197,54,41,78,120,121,4,43,107,99,66,0
12651,9794,6440,8153,4200,605,3279,6440.0,2503,2077,696,643,1574,1949,1331,30,349,2528,1558,991,0
1641,1319,1489,1116,721,11,366,1489.0,338,354,178,97,149,211,43,7,45,201,226,123,0
32334,24732,19535,19787,10813,3091,9883,19535.0,5956,5552,2192,1569,4621,3710,6034,237,938,5149,4467,2962,2
110224,93498,70909,74694,42331,4445,25934,70909.0,21625,23534,12276,8401,12057,14327,10484,1118,5528,11731,15414,11209,1
1024266,949699,681500,795223,404467,87308,245037,140466.75,135671,192840,240380,168708,128143,122081,124706,59333,136996,89336,117686,121551,2
14585,12012,13468,10599,6142,1378,3041,13468.0,4027,3582,878,684,1777,2336,576,42,365,1747,1989,1310,0
21766,18102,20279,15046,8007,2390,4352,20279.0,6293,4614,1472,1453,4261,3206,1010,51,348,2319,2530,1942,0
39309,32387,36696,27470,14925,3416,9722,36696.0,9286,9012,3255,2553,5054,5720,1167,150,1382,4535,5290,3611,0
3355,2645,1711,2224,1256,63,915,1711.0,835,657,145,307,520,370,649,0,102,485,337,267,0
26405,20788,8106,16679,9025,170,7633,8106.0,4082,5269,1823,1128,2977,4471,4534,134,698,4807,3430,2511,0
48879,37148,9680,29286,15654,746,14564,9680.0,7489,6946,3772,2783,6732,8069,5067,238,1521,9558,5535,3963,0
52579,43586,47732,37033,20047,1427,12650,47732.0,12674,12219,4419,3628,6134,7380,1741,171,1740,5981,7455,5522,1
86793,71796,48680,59263,32187,5513,23177,48680.0,18356,19257,7819,8118,8567,12288,8747,899,3760,10071,10614,8252,2
67861,61877,56472,45996,20969,15257,11318,56472.0,17216,11904,6546,2832,25916,7432,4737,631,2770,7560,6529,6625,3
43205,38615,30669,26108,14040,10739,10656,30669.0,8069,7360,3477,3358,7078,8012,5682,214,1544,5658,5205,4054,0
10658,8843,5584,7213,3995,522,2920,5584.0,2613,2083,669,1078,1672,1466,1429,32,306,1542,1068,1040,0
33718,28549,29077,23225,13037,5947,7450,29077.0,6893,7192,3876,2734,4238,4598,1679,445,1678,3586,4816,3200,3
250304,193020,10651,147331,67106,1132,88158,10651.0,39615,32925,18078,11256,51626,36898,22782,1464,7589,49124,26949,14791,2
41280,32424,25835,26830,15132,5817,11072,25835.0,8726,8419,2560,2754,4926,5118,4596,160,1463,5662,4724,3343,1
5410,4360,4066,3748,2181,113,1371,4066.0,1146,1268,429,401,599,663,638,23,119,786,639,566,0
131500,106742,109641,83946,49016,13811,30409,109641.0,26679,26862,12916,7627,16854,19617,8368,2669,5870,11619,15987,12577,1
13535,10513,10027,8767,5289,1086,3467,10027.0,2674,2939,1011,505,1168,1958,1271,98,322,1821,1769,1283,0
22134,17338,2837,13593,5764,473,5931,2837.0,4990,2674,930,582,5570,3865,2048,140,300,4699,1883,1048,2
422679,395309,324645,332250,152606,26196,121452,140466.75,68056,107096,89380,69086,53415,49597,29336,20433,44333,23385,44897,51352,2
42918,37816,26506,31631,15009,701,11334,26506.0,11156,9519,4199,5285,5853,5997,2614,163,1963,4794,4547,4267,2
7110,5823,3286,4590,2578,156,2109,3286.0,1311,1396,380,657,1090,1138,1410,17,109,1394,607,703,0
59127,50182,49015,42293,21015,627,15403,49015.0,14640,14038,5397,5376,7855,7887,4093,244,1859,6359,6853,5254,2
41964,36339,38413,31470,17118,1972,8528,38413.0,10974,10893,3719,2950,4663,6711,1724,161,1309,4575,6069,3985,2
7879,6109,3257,4877,2643,70,2501,3257.0,1364,1325,517,814,1016,1310,1640,31,219,1452,630,522,0
18550,14537,15505,12231,7343,232,4459,15505.0,4222,3481,1636,1298,1995,2387,1004,65,764,2128,2266,1750,1
14018,10240,934,8034,4297,19,4805,934.0,2013,1519,651,625,1814,2949,725,32,268,3583,1506,773,0
11677,9076,716,6946,3573,89,3660,716.0,2074,1581,388,225,1143,2942,1062,4,142,2761,1664,388,0
6629,4699,5913,3800,2265,16,2244,5913.0,1472,1275,486,354,620,926,455,70,216,351,731,613,0
49975,37985,45823,30559,16058,172,16978,45823.0,9610,12024,4902,3494,5174,7490,1886,443,2028,1995,4694,4884,1
112656,88804,101440,60112,34722,697,35639,101440.0,12811,21079,14861,7119,12558,20488,6169,2122,7306,4055,12883,9773,1
21403,15960,18744,13094,7978,93,5722,18744.0,3629,6062,1440,1203,1833,3318,648,125,612,1351,2425,1661,0
1059,572,1026,494,426,4,243,1026.0,214,210,35,138,38,159,15,4,11,24,60,45,0
306479,241438,280726,193263,93545,3702,105339,140466.75,40788,73994,47983,35039,32727,42258,9923,5416,22034,8464,28722,28458,1
18607,14318,17490,11586,6003,44,6309,17490.0,4166,4282,1203,1654,2429,2406,491,52,480,1455,1720,1479,0
10976,7706,10322,6356,3732,26,3488,10322.0,2066,2910,741,630,1060,1460,421,38,215,424,1080,1007,0
5172,4076,4938,3375,1930,22,1379,4938.0,1128,1239,534,264,479,881,81,61,178,296,677,505,2
9225,7720,8344,6556,3889,29,2118,8344.0,1774,2375,1136,547,554,1173,344,77,686,585,1543,1407,0
46163,36649,42600,26912,15022,227,13944,42600.0,6662,10493,5330,2157,5711,8333,1502,349,2399,2028,5033,3777,1
10246,7604,9867,5986,3093,25,3837,9867.0,2218,2310,718,593,1021,1677,113,22,287,453,1073,867,0
7125,5904,6862,5029,2900,16,1729,6862.0,1306,2055,846,426,388,1363,62,31,512,310,912,674,0
12503,9330,10900,7663,4201,12,4061,10900.0,2448,2777,1241,955,1102,1916,1132,76,401,796,1385,1049,0
9469,7799,9243,6208,2820,16,3349,9243.0,1096,2456,1593,1427,1378,1326,66,34,891,172,719,903,0
1556,1520,1447,1359,576,2,468,1447.0,498,337,252,47,263,380,46,6,56,216,155,238,0
2264,1673,2168,1392,805,0,704,2168.0,437,612,251,148,450,318,16,7,66,26,241,105,0
1029655,844916,853640,689802,342622,16404,299781,140466.75,156804,233372,147726,109725,106740,131383,85958,33987,84173,67727,112241,109663,2
14746,11211,14097,8813,4505,25,5017,14097.0,2743,3106,972,613,2713,2562,150,37,554,1438,1406,1099,3
27822,22631,25203,16713,7952,229,8341,25203.0,4560,7126,2109,1116,4364,6056,1353,150,1096,1822,3102,2086,0
20802,15739,19870,12873,7094,39,6600,19870.0,4116,5302,1429,1051,2011,3480,377,67,735,1291,2384,1913,0
36324,31346,32134,26377,12990,154,10070,32134.0,3816,6785,8638,7468,3563,4223,2077,446,5482,1656,3210,3387,0
58218,45409,51557,36102,17971,406,21018,51557.0,10907,14114,5980,4630,7061,7190,2232,374,2173,2928,4959,6511,0
32588,25810,30258,20749,10563,121,10857,30258.0,7291,7565,2165,3315,3618,5473,728,166,801,2927,2783,3139,0
516564,407485,460771,280797,140602,2799,181977,140466.75,44880,108412,76063,46166,66486,93771,23943,7032,34462,16980,48227,39829,1
23530,21296,20346,17356,7287,79,7980,20346.0,3267,6161,4524,3181,2610,3462,1513,181,2189,1215,2688,2283,2
138115,119610,124629,98391,46334,790,41686,124629.0,23021,40244,17275,10297,15390,22210,6313,982,10384,7467,19267,14006,1
2778,2125,2662,1795,1059,2,838,2662.0,427,697,330,139,208,433,60,19,137,204,373,242,0
231236,184680,192525,149578,78748,3136,69311,140466.75,43657,55287,24534,17927,23411,30977,18680,2911,11290,14810,26150,24865,1
36821,31544,36136,25207,14084,283,7502,36136.0,7881,6249,5487,3167,1839,6280,202,532,3766,1824,4367,4807,1
37125,30435,36600,25675,15470,308,7603,36600.0,7792,6793,5409,3136,2436,5172,113,269,3393,2288,4798,4468,1
31227,25521,30896,21537,12553,167,6793,30896.0,8051,5454,3602,1775,2140,4695,92,251,2402,2028,4463,3701,0
156545,136750,153689,105259,61827,3319,31313,140466.75,21025,25605,30524,20499,9268,26192,605,4399,21722,6383,17038,18717,2
6306,5314,6247,4707,2818,18,1197,6247.0,2159,1142,427,211,444,968,9,22,263,716,1071,751,0
47746,39761,47175,33856,18513,213,11807,47175.0,12623,9731,5594,4548,3106,6213,125,231,2776,3132,5204,6189,2
6970,5971,6890,5218,2902,25,1417,6890.0,1400,1497,1202,788,392,871,18,21,798,321,736,1059,0
24475,20719,24153,17428,10014,149,5467,24153.0,4591,4966,4006,2294,1519,3240,83,125,2542,1323,3283,3199,1
28936,24460,28654,20990,11887,110,6049,28654.0,7402,5621,3702,2274,1519,3919,82,140,2597,1668,3775,4018,0
27231,22530,26926,19590,11320,162,5796,26926.0,7505,5338,2687,1517,2052,3974,89,93,1624,2436,3887,3108,0
61642,51030,60961,43156,25984,334,11882,60961.0,14983,11685,8137,4037,4571,8264,150,370,4796,3555,8302,7532,1
59534,49303,58539,41833,25027,441,12320,58539.0,11885,10356,9466,5452,3519,7431,185,502,7470,2656,6643,7597,1
44513,36868,43693,31839,19290,421,8838,43693.0,9478,8162,6812,3575,2928,6406,211,463,4960,2427,5562,5253,1
56670,47126,55974,41605,24753,327,11249,55974.0,12736,10765,8535,5475,3346,6710,141,529,6443,3126,7509,6892,1
33164,27087,30314,23558,13798,9303,6925,30314.0,9193,5557,2688,2065,4363,4179,1302,183,1921,4199,4917,2727,3
98970,87211,93553,70813,38157,9600,21285,93553.0,12522,15203,18931,16109,10966,14323,2325,4625,18100,6057,9599,10388,2
16250,13099,16074,11385,6891,761,3450,16074.0,4490,3561,1192,1125,1568,2267,47,37,607,1535,2025,1707,2
12690,10617,12400,8962,4821,2932,2822,12400.0,3198,2741,911,941,1187,1713,160,27,388,1724,1590,1708,2
32353,26638,31728,22453,12560,6148,6940,31728.0,7735,6671,2879,1650,3083,4627,229,154,1600,3568,4416,3454,0
14973,12774,14806,11014,6033,3007,3325,14806.0,3958,3117,1285,1191,1805,1930,49,35,987,1667,1769,1732,0
207627,194916,176245,171870,98050,17632,32626,140466.75,13719,20279,59644,77756,17182,17043,12175,19931,67769,10459,14363,17094,3
73750,62484,72225,53897,28516,2930,15755,72225.0,20643,13555,8020,5746,7044,8702,518,368,4610,7069,9854,8947,1
4731,3697,4630,3259,2162,222,804,4630.0,1364,969,374,300,453,341,27,7,144,408,611,627,0
68676,64553,67586,55513,27465,3942,15305,67586.0,17014,17052,9826,7031,7157,9520,266,707,5861,5760,9152,9236,1
6824,5694,6785,5016,2566,228,1220,6785.0,2026,1687,550,343,956,832,10,18,162,591,997,915,0
33148,27971,32792,24133,13126,1005,7434,32792.0,7929,7556,4467,3717,2863,4179,63,175,2364,1817,4142,3577,2
17434,14000,17136,11899,6366,9992,3367,17136.0,4568,3248,935,568,2342,2953,135,49,618,2530,2147,1712,1
24098,19348,24003,16961,9968,616,4513,24003.0,6174,4136,1132,1044,3435,4801,24,53,696,4823,2961,1588,0
17146,14389,16858,12473,5965,6014,3297,16858.0,5176,2992,939,537,2675,2971,103,63,479,2887,2134,1676,2
54842,46084,53924,39366,22441,7767,12044,53924.0,12889,12295,5324,3700,5390,7612,419,546,3147,5711,7373,6360,1
28545,24036,27586,20402,10456,8375,6844,27586.0,7521,5603,2748,2637,2759,3088,273,178,1159,3371,3840,3717,2
30042,24981,29266,21908,12831,178,6218,29266.0,7512,7041,2310,1318,2545,4346,386,53,868,4177,4442,3286,2
7256,6103,7168,5418,2955,3513,1301,7168.0,2181,1362,432,518,533,1060,40,25,259,1184,942,874,3
12586,10084,12346,8478,5109,3751,2901,12346.0,3553,2339,665,301,1318,2250,135,26,342,1579,1549,1326,0
316236,269336,293372,223906,115680,69412,82515,140466.75,53369,66571,53337,44606,30735,36942,10802,10294,32532,18097,30693,39520,2
14034,11962,13544,10243,5509,746,3221,13544.0,2904,2768,1589,2248,1472,1600,180,126,1637,1345,1217,1424,0
5190,4328,5154,3851,2183,5,1111,5154.0,1595,1157,548,374,385,487,6,8,190,361,682,637,0
46689,39282,42532,33245,16231,7368,12085,42532.0,10532,9883,4869,5317,5317,6553,2131,607,2925,5036,5102,4944,2
10052,8206,9871,6945,3980,3278,2287,9871.0,2615,1885,687,590,787,1715,78,35,471,1287,1049,928,0
15903,12675,15817,11058,6590,51,3323,15817.0,4138,3072,626,560,1985,3057,26,18,407,2815,2370,1026,0
28001,23188,27327,19760,10504,9204,6379,27327.0,7575,5482,2071,1973,2801,4133,268,122,1202,3430,3156,2951,0
11151,9042,10802,7760,4517,4247,2451,10802.0,2749,2197,1001,781,1001,1305,150,86,462,1351,1665,1434,0
1081726,916511,913244,777179,391627,99218,262648,140466.75,99959,143923,240721,291448,117275,114480,66194,189661,230706,61870,78036,83714,3
65203,55281,61025,46770,23658,5321,16445,61025.0,12795,13447,10212,12770,6616,7407,1592,836,6300,4016,6018,5941,2
15279,13019,14867,11463,6415,280,3347,14867.0,3823,3617,1388,959,1471,1918,117,35,838,1797,2222,1685,1
25691,21650,24931,18515,9449,3938,5918,24931.0,4806,6191,3411,2668,2555,3447,258,147,2567,1540,2654,3782,2
56159,47427,54735,40619,22780,4575,11677,54735.0,13399,13215,5050,4060,4460,8274,781,252,3338,5617,7476,6474,1
78305,67647,73137,57528,28864,3175,19675,73137.0,18619,16134,9691,9283,7154,8882,2379,969,6268,6816,8743,9276,1
17286,14067,17077,12168,7215,261,3745,17077.0,4627,3883,1219,903,1382,2329,62,55,853,1586,2440,2041,0
36858,30962,35923,26799,14293,3197,8140,35923.0,8753,9199,3842,3918,3471,4264,208,286,2272,2733,4440,4150,1
21717,18834,21262,16566,7998,4180,4400,21262.0,4195,4492,4080,3636,2403,2915,170,225,2358,1441,1991,1901,2
15533,13462,15117,11847,6846,320,2950,15117.0,4602,3490,1139,467,1512,2518,224,16,378,2238,2325,1447,2
18403,15327,17622,13254,6780,1167,4591,17622.0,4054,3627,2023,1911,1806,2413,400,258,1513,2037,1987,2213,1
12243,9987,12070,8706,3566,7321,2006,12070.0,3770,2133,389,264,2126,2486,41,35,262,2152,1495,1100,3
36241,29105,35654,25050,15085,13293,7983,35654.0,9001,6975,2529,1353,4275,5257,300,133,1466,5079,5424,4044,1
99863,84462,97747,70574,36589,9304,24998,97747.0,18467,20296,17767,15341,8782,10984,751,1351,8999,5045,9395,11308,2
306935,261453,291934,222616,124601,90669,74372,140466.75,49052,60304,57871,42735,26623,36078,6157,20052,35748,19641,33893,36720,3
54151,43575,51606,38003,23151,11841,11108,51606.0,12907,12581,3045,1839,5238,7845,1643,237,1807,7663,8349,5173,1
2321,1960,2303,1870,1081,6,346,2303.0,666,447,275,216,136,316,12,4,193,289,229,278,0
35270,29914,34612,25773,13718,8712,8031,34612.0,7191,8439,4162,4334,3153,4486,191,281,2773,3208,3713,3834,2
67009,60863,63985,52771,26860,8805,14385,63985.0,10216,14233,13799,12897,5771,8374,924,1506,11495,3028,7107,6883,2
6945,5877,6761,5179,2882,1975,1442,6761.0,2169,1280,583,565,701,778,55,17,394,753,756,1079,2
23584,20111,22794,16792,8376,4214,6540,22794.0,4561,5442,3632,4301,2552,2707,184,274,2109,1048,2031,2532,2
15935,13186,15611,11308,5979,2819,3935,15611.0,4204,3787,1554,1520,1562,1359,99,118,590,1173,2024,2192,0
11391,9472,11273,8582,5265,3184,1831,11273.0,2643,2353,1325,1364,755,1431,26,65,1411,850,1780,1053,0
25587,20655,25181,18167,10159,947,5177,25181.0,6094,5438,1311,771,3380,5049,147,56,706,4618,2947,2112,0
312311,282894,273735,239466,104583,22710,95434,140466.75,30823,49766,84709,95715,35268,33811,15424,46033,58497,15671,21686,24849,2
33153,28767,32391,25136,12944,5870,7338,32391.0,8805,6615,3537,2772,2863,4338,225,160,2306,3873,4311,4270,1
12914,10452,12444,9058,4957,4487,2494,12444.0,3349,2609,704,307,2231,1730,287,25,252,2144,1625,1291,0
13308,10868,13072,9346,5083,1302,2970,13072.0,3369,2250,1549,1155,1060,2026,64,74,965,1213,1501,1480,2
8978,7839,8874,6957,3858,823,1634,8874.0,2318,2171,1199,1019,624,1344,30,31,674,595,1369,1036,0
32727,26190,31921,22775,13495,12050,6376,31921.0,7583,6837,2727,1408,3694,4370,275,218,1428,4200,4306,3559,3
10959,9405,10793,8270,4708,1978,1761,10793.0,2727,2727,1117,908,1006,1533,58,37,711,988,1566,1224,0
94392,84912,91856,54875,35767,3716,15115,91856.0,12512,12593,12139,9352,12707,21510,716,5112,13253,4378,10175,9008,1
15020,12589,14561,11068,6396,1967,2892,14561.0,3559,2517,1752,1430,1204,1804,172,68,1654,1586,2076,1815,0
18429,17081,18039,14758,6813,2484,4101,18039.0,5031,4674,2467,2771,1802,2152,98,162,1496,1090,2094,2468,1
12389,9943,11515,8742,5323,4528,2436,11515.0,2922,2140,1252,729,1029,1917,393,83,779,1649,1655,1264,5
12330,10718,11948,9774,5540,3123,2021,11948.0,3159,3132,1537,1284,1041,1304,196,37,1039,907,1712,1563,2
15853,12953,15244,10985,5706,6227,3263,15244.0,4143,2774,965,483,3166,2156,339,50,536,2567,2091,1283,0
33481,28854,32342,24766,12895,4256,7662,32342.0,8536,7071,3861,3847,3156,4530,462,246,2476,2822,4051,3758,1
24042,19750,23669,17201,9746,466,5193,23669.0,7708,3951,1498,1183,1923,3584,120,71,768,3276,3778,2645,3
18490,15410,18046,13528,8081,1085,3566,18046.0,4642,4069,1223,675,1883,2688,254,42,709,2885,2880,1980,0
63506,52176,62174,45237,26183,14018,13485,62174.0,16105,14796,4273,2911,6373,8746,525,181,2120,7943,9322,7389,1
28046,24155,27544,20692,9494,3822,6477,27544.0,6332,6572,4242,3767,3963,3520,154,132,1640,1906,2618,3067,0
23368,19822,22843,12726,7916,7756,4057,22843.0,4187,3149,1529,1211,3609,5440,161,205,1643,2218,2673,1752,2
35725,30995,33667,26218,11451,11429,8052,33667.0,8653,8794,3995,3272,5382,4482,577,543,2047,2729,3798,4285,0
402002,346179,320542,286605,130785,81196,116175,140466.75,59768,80642,68227,82159,48733,43926,34671,30317,45897,32071,34187,37590,2
34872,29272,34440,25536,14821,1757,6801,34440.0,8475,8613,3088,2298,3390,4494,116,179,1632,3728,4893,4152,1
7373,6259,7145,5530,3072,321,1465,7145.0,1499,1541,1084,1053,570,965,37,39,776,630,800,797,0
9254,7597,8744,6773,3159,2804,1591,8744.0,2635,1910,640,351,1926,1251,234,40,269,1319,1227,971,3
92376,77867,90425,66837,37608,4643,20113,90425.0,17279,21080,15458,9726,8295,10622,535,2466,7741,5279,10241,12301,1
22307,19195,22011,16876,9555,594,4264,22011.0,5921,4191,2535,1879,2051,2803,86,104,1817,2412,3321,2351,0
76314,64223,72238,53694,29177,1273,18072,72238.0,18775,12213,7865,5954,6354,10997,2099,460,5448,9393,9518,9112,2
28897,23316,28622,20274,11943,233,5905,28622.0,7233,5982,1899,1008,2776,4857,117,53,853,4307,3679,2951,0
23177,18872,22943,16561,9775,135,4476,22943.0,6204,4828,1513,810,2440,4282,91,36,684,3332,3064,2253,2
41993,35437,39416,30585,17076,734,9229,39416.0,11772,8679,3940,3209,3564,5983,1185,217,1927,4267,5779,4781,3
32208,26234,31681,22737,13319,640,6717,31681.0,8624,6953,2027,1121,3022,4969,287,82,1267,3866,4924,3422,0
18570,15201,18367,13198,6719,6916,3918,18367.0,4211,4235,1648,1131,1821,3022,64,46,866,2238,1883,2270,2
122397,103052,113119,85662,41942,18671,34043,113119.0,26106,24836,16280,18253,13610,14555,3851,2825,9804,8636,11884,12285,2
128961,110727,117086,89555,41769,21881,37197,117086.0,20020,29270,20410,26800,16177,13777,4120,3620,14221,5634,11147,11744,1
7058,5696,6972,4986,2826,3254,1487,6972.0,1571,1660,643,346,643,888,21,24,310,802,734,908,2
12087,10147,11819,8948,3994,7023,2028,11819.0,3626,1880,660,373,2621,2515,154,48,389,2393,1188,974,2
45078,35871,44782,30927,18449,1333,9175,44782.0,11081,8849,2940,2285,4436,7692,98,289,1774,6283,6483,4337,0
37575,31708,36257,26801,14085,1736,9080,36257.0,9682,7804,3745,4174,4131,4641,376,360,1847,3723,4414,3910,2
54876,46110,54152,39882,22843,690,10754,54152.0,12914,11468,5780,3486,4852,8381,235,203,3567,6153,7554,6089,1
17454,14763,16452,13023,7310,4891,3493,16452.0,4406,4089,1776,1821,1451,2117,495,99,978,1774,2189,1869,1
41452,32931,40981,27735,15968,2137,8606,40981.0,8932,8158,2394,1715,5264,7454,173,141,1471,6780,5179,3419,1
29235,24240,28955,21161,12472,818,6110,28955.0,8123,5662,2377,1509,2549,4253,110,128,1485,3514,3972,3070,1
65464,54071,62572,44827,24006,8751,17276,62572.0,8513,14087,10415,11208,6954,6964,884,3205,9148,2664,5818,6746,1
139966,130144,117442,117664,68082,30491,23970,117442.0,14014,20824,34403,42776,11637,12281,9902,8432,38353,10070,12326,14568,2
17835,14106,17614,12225,7879,1009,3707,17614.0,4108,3393,1842,775,1389,3143,92,122,975,1907,2608,1853,0
6650,5384,6547,4068,2603,347,1424,6547.0,1727,990,352,141,785,1206,28,29,313,686,811,560,0
43475,40055,41252,29754,17778,8437,6474,41252.0,5838,5791,7383,5341,5916,8093,794,2771,7923,2819,4606,4555,1
222209,188374,212503,156680,79574,66237,57521,140466.75,40274,54586,30660,28595,27249,27506,2760,6383,18686,12474,20973,25293,1
17411,14177,16737,12292,7275,1783,3888,16737.0,4040,4187,1863,1443,1733,2167,258,578,1032,1170,2111,2074,3
5961,4739,5869,3923,2632,746,1267,5869.0,1645,1056,343,277,646,863,33,34,228,651,796,515,0
43055,34125,41810,28890,18831,20795,9262,41810.0,8203,9614,3438,1789,4538,6918,664,403,2015,5620,5639,4283,1
5927,4293,5665,3660,2316,3706,1527,5665.0,1294,947,368,181,479,1135,127,43,192,859,686,397,4
22565,19287,19009,16279,8347,1071,4592,19009.0,2280,3473,4797,5292,2250,2733,1323,3432,4460,1269,1888,2022,2
12332,10952,11223,9471,5101,532,3047,11223.0,693,1207,3371,4251,842,1370,259,1162,4029,171,1044,993,3
8582,6581,8441,5731,3530,4884,2046,8441.0,1573,1672,875,555,746,1119,59,64,574,1037,1213,608,2
24286,23093,21679,16734,9505,5498,4779,21679.0,3832,4257,4053,3466,3031,4502,1437,689,3131,1461,2327,3264,0
