Total Population,Total Citizen Income,Hispanic or Latino,Total Citizen Educated in US,Total Households,White Race,Total Families,Hispanic or Latino_iqr,Citizen High School  Graduate,Citizen Some College  Education,Citizen College Degree,Citizen Income over 75000,Citizen No Income,Citizen Income 1-9999,Pacific Islander Race,Native American Race,Citizen Graduate or Professional Degree,Citizen Less than High School  Education,Citizen Income 15000-24999,Citizen Income 35000-49999,Death Rate Categories
7042,5657,6053,5033,2922,439,1544,6053.0,1824,1508,286,212,845,1113,363,37,233,1182,916,646,4
137436,111880,131195,90596,55031,68104,31274,131195.0,24936,34005,14215,10424,14043,18686,1826,2992,8984,8456,15923,15753,1
48914,45606,41249,26410,15988,3112,7348,41249.0,6873,6068,5427,2626,6246,14777,4030,1718,3803,4239,6062,4351,3
22591,17535,21111,14772,9129,8367,5673,21111.0,5155,4589,1564,1301,2207,2871,697,181,668,2796,2811,2649,2
7042,6753,6771,2611,2237,680,714,6771.0,590,587,542,271,1218,3060,64,155,462,430,470,391,0
75568,66242,73268,43955,28476,22140,14774,73268.0,10884,13026,8837,4252,8192,18538,950,1868,5915,5293,9367,6475,1
37821,31920,25945,26439,12527,5188,10747,25945.0,6608,7026,4683,4938,4625,4079,5503,1884,3175,4947,4006,4615,2
14273,12577,9628,10529,4507,1852,4059,9628.0,2605,2751,2284,1958,2407,1417,2304,1281,1021,1868,1142,1273,3
13821,10492,13269,9137,6084,6213,2955,13269.0,2742,2747,1193,747,1043,2264,281,129,714,1741,1935,1348,1
180719,144949,167129,115972,70664,73514,43913,140466.75,32296,42446,17727,12939,16631,25933,4850,4956,11044,12459,20998,20182,1
242803,203141,226659,151651,86485,104672,50612,140466.75,39512,51863,25001,17278,25941,35733,5407,7999,16388,18887,36063,24068,1
3958,3269,3890,2878,1750,250,864,3890.0,700,1209,368,96,298,667,42,56,120,481,703,616,0
32420,26356,31204,22212,13634,25646,6707,31204.0,7423,6596,2254,1230,3302,5679,597,267,1629,4310,4380,3487,2
12150,9891,11929,8297,4525,78,2969,11929.0,2029,2483,2009,2031,1165,1374,39,260,1435,341,1062,872,0
95535,76276,92616,63497,37324,50878,22666,92616.0,18608,22127,9067,6018,9696,12594,916,1019,4810,8885,11923,9368,2
16408,15812,16023,7612,5990,1279,2145,16023.0,1752,2343,1410,797,2484,5939,156,256,1210,897,1647,1167,0
204214,186538,191411,151030,87151,103342,38009,140466.75,34719,36380,33703,18986,21299,38699,7331,4750,22874,23354,27610,21883,2
97032,80903,91687,69498,42712,27612,21126,91687.0,22079,20867,9955,5505,8225,14452,2299,1704,6167,10430,14038,10421,2
24802,21440,24201,17175,10045,1763,4934,24201.0,5401,5286,2995,2145,2232,3612,323,402,1769,1724,3006,3203,2
23746,20539,23233,17297,10480,2885,4615,23233.0,5023,4634,3268,1515,2088,3278,189,185,2573,1799,3484,3257,0
84585,69841,82170,58966,30868,36120,22137,82170.0,16530,19672,9585,9706,8380,10812,648,1350,6482,6697,8606,9361,3
437994,365082,409007,303492,165089,85935,105249,140466.75,66439,111275,68828,54419,39691,48791,8622,26769,36870,20080,47924,50636,1
21006,17258,19669,14905,8903,2229,4896,19669.0,4877,4588,1967,1082,1826,2699,605,154,1356,2117,3057,2461,0
14068,13418,13127,7270,4571,1968,1404,13127.0,1418,1415,2022,1302,1800,4868,353,808,1990,425,1500,918,2
26203,22310,22162,18224,10607,2864,5821,22162.0,4946,4363,3364,2514,2654,3599,2299,611,2560,2991,3328,2771,2
18728,13486,7629,10569,5720,109,6512,7629.0,2749,2709,946,670,2066,2384,5899,125,490,3675,2144,1714,0
21623,18403,20980,15893,9236,92,4704,20980.0,4546,6335,2429,1486,1705,3099,163,117,973,1610,3116,2410,2
175177,147978,142481,122845,65304,2221,47664,140466.75,29937,43446,22888,22329,19706,21451,15798,4691,13946,12628,20671,17497,3
72453,60052,53740,50640,27827,236,18063,53740.0,13920,14746,7907,6081,7568,9087,11355,588,5389,8678,10309,7686,2
71404,62972,67777,55540,31329,596,12989,67777.0,15131,22052,8252,6460,6050,10598,1269,1007,5658,4447,10032,8159,0
425363,363688,393197,305853,158099,8426,112575,140466.75,74832,117683,58319,53123,49065,52524,12485,17504,30512,24507,46298,47793,1
4078,3389,3824,3043,1762,12,823,3824.0,781,1169,545,269,295,614,71,23,260,288,545,508,0
102410,83860,94435,71602,40244,642,24721,94435.0,22062,29825,6908,7899,10283,15548,3575,1500,4599,8208,12957,9895,0
38431,31654,27418,26449,13894,128,10471,27418.0,7828,8943,3293,2882,3261,5012,5979,283,1541,4844,5860,3900,2
7551,6441,7297,5560,3190,26,1498,7297.0,1817,2046,620,436,908,1370,89,52,352,725,1167,729,0
78163,63904,38159,51123,23245,1473,26714,38159.0,13548,16073,5431,5691,10683,9394,24881,1434,2898,13173,9985,7546,2
2266,1839,2175,1638,989,0,454,2175.0,529,675,270,99,118,385,52,39,107,57,391,286,0
89120,69955,54957,56185,30041,990,27225,54957.0,14920,18038,6140,5436,9925,12079,18154,810,3229,13858,11865,8244,1
72797,59180,66525,51198,28579,803,15724,66525.0,17067,20571,5191,4193,8256,10497,2817,1032,2568,5801,9668,7142,0
78506,67650,74211,58111,32746,1716,16294,74211.0,13092,23231,11987,9300,6151,10213,1181,3440,6853,2948,9856,9237,2
29872,27257,29024,25034,14049,246,4446,29024.0,5231,8438,5795,3092,2341,4550,200,464,4205,1365,4300,3288,0
1931249,1748964,1758871,1500090,789232,119801,413502,140466.75,233178,401832,460158,420917,198969,233248,76096,282075,294667,110255,184750,199309,2
251133,214151,235447,178186,97220,6650,56496,140466.75,40078,71357,36819,33634,25417,31556,3919,12396,19833,10099,28047,26465,1
40915,37291,37794,26293,16595,364,7484,37794.0,6298,8451,6134,3336,3855,8928,1500,810,3073,2337,4894,4631,1
20318,17670,18147,15380,8327,50,4483,18147.0,4274,5209,2725,1547,2202,3463,1147,127,1247,1925,2629,1769,2
75455,62432,68928,53373,29743,405,17460,68928.0,16428,22055,5159,4113,7576,11470,3047,664,3045,6686,9522,7502,1
10570,8572,10331,7515,4422,28,2396,10331.0,2249,2874,1168,798,866,1358,49,41,553,671,1254,1154,0
60699,51691,55855,45104,23832,659,12374,55855.0,14161,17387,5599,4655,6903,8804,2049,731,2446,5511,7571,6714,1
41120,33309,33893,28734,16519,159,9667,33893.0,8900,9479,3338,1956,3489,6129,4163,237,1927,5090,6142,4069,1
20920,17972,19243,16091,9499,79,3748,19243.0,4947,6386,1746,1251,1859,3427,926,427,997,2015,3289,2138,1
13001,11009,12610,9768,5479,52,2808,12610.0,3002,3820,1346,1006,1599,1973,91,73,616,984,1476,1346,0
795225,676709,722376,563258,299918,53998,198127,140466.75,156368,211371,96186,90753,91159,96341,27872,47501,49983,49350,86486,90591,2
15769,14442,14912,13148,7613,54,2493,14912.0,2196,4085,3683,2216,1124,2084,412,181,2665,519,2165,1858,0
116901,99123,97192,84567,45557,774,27737,97192.0,22414,31452,13821,11854,10548,17105,10118,2080,7849,9031,13854,13148,2
11066,9646,10513,8429,4522,46,2458,10513.0,2451,3208,1151,1007,1122,1776,146,96,808,811,1470,1224,0
713335,624172,649086,530117,268325,18168,174167,140466.75,125483,195714,114528,113661,76989,85815,27121,63385,51613,42779,71249,79933,2
471221,399414,449961,331607,187167,8056,109502,140466.75,82002,130296,61222,41590,46700,70891,5880,9957,36126,21961,57602,49685,2
43531,36056,42346,31129,17316,145,10495,42346.0,10412,11617,3539,2836,4541,7271,289,237,2266,3295,5103,4604,1
252264,220878,234477,187617,100650,6752,58122,140466.75,41393,69924,40434,32094,26885,32027,5648,13037,24187,11679,27090,29621,1
3978,3569,3870,3119,1737,10,734,3870.0,1039,1282,283,225,533,610,26,23,251,264,587,392,0
58781,49192,47188,39135,21719,1079,13240,47188.0,8286,14935,7069,4441,7024,10204,4692,758,4330,4515,6591,6096,1
201140,177558,185384,139327,80370,1929,42205,140466.75,32069,49320,31019,20425,17889,36067,6577,7090,16131,10788,26820,21473,2
44776,41667,42736,23365,17468,748,6741,42736.0,4006,6973,5727,3363,4759,14249,649,3472,5584,1075,5329,3599,0
243231,185923,133761,149420,80592,2320,74038,133761.0,42280,43238,14665,11307,25717,34656,63414,2560,9131,40106,32388,22464,3
16589,14033,16493,11319,6548,124,3602,16493.0,5034,2772,1102,746,2003,3251,29,34,633,1778,2890,1383,1
104169,89397,100208,76160,39855,7432,26216,100208.0,28965,22425,10250,9213,10444,14143,1289,878,5505,9015,12522,12799,2
24629,19083,24532,16442,9928,122,5625,24532.0,8238,3479,739,1177,3210,4363,41,21,555,3431,2772,2015,0
14523,11960,14456,10376,6000,59,3009,14456.0,4836,1897,1117,539,2017,2337,7,25,516,2010,1732,1239,0
24069,19752,23906,16609,10020,281,4577,23906.0,6621,5141,2070,1393,2156,3788,37,95,1238,1539,3032,2557,0
96319,80096,95273,63885,41223,4784,18908,95273.0,20868,18687,8961,6116,11071,16751,255,940,7470,7899,12651,8238,0
7627,6251,7570,5555,3268,16,1514,7570.0,2419,1171,430,303,886,1585,15,12,161,1374,830,564,0
9386,7250,9353,6236,3728,6,2219,9353.0,3241,845,316,198,1443,1561,5,7,244,1590,1114,627,0
8202,7416,8163,6240,3099,111,1676,8163.0,2691,1385,602,332,1366,1548,5,14,328,1234,928,869,0
46039,36857,45637,32026,18813,2122,9456,45637.0,13980,7657,3281,2162,5736,7418,84,91,1423,5685,5952,3941,2
8693,7253,8200,5695,2753,1073,1257,8200.0,2285,1440,517,390,1801,1855,211,36,396,1057,867,499,0
11937,9839,11817,8507,4941,80,2557,11817.0,3893,1750,720,560,1065,1895,58,19,512,1632,1586,1141,0
35480,29819,35058,26071,15443,981,7116,35058.0,10312,6411,3298,1851,3631,6035,138,142,1984,4066,5308,3634,0
23964,19645,23722,16994,9595,240,5386,23722.0,7768,3766,1322,1152,2626,3669,40,51,821,3317,3308,2207,1
30676,25166,30362,22063,13297,712,6161,30362.0,9419,6106,2602,1908,2775,4479,63,87,1350,2586,4233,3558,0
14025,11593,13547,10109,5818,354,3009,13547.0,4762,1923,934,492,1218,1928,208,142,525,1965,2551,1507,0
69099,56204,68216,48497,28533,1121,15172,68216.0,18280,13524,6986,5284,6624,9985,124,327,3981,5726,8804,6822,1
29211,23851,29026,20516,11931,85,6589,29026.0,8648,5638,2089,1730,3480,4910,59,79,1243,2898,3648,2748,3
53498,45187,51009,38100,19931,3524,12704,51009.0,12243,9950,7161,7830,5281,7436,946,618,4474,4272,5513,5074,2
193063,156159,191251,134994,84201,14115,39734,140466.75,50737,34284,19988,13992,17507,26391,526,2000,14174,15811,25555,20426,2
16372,13496,16268,11745,6863,74,3397,16268.0,5799,2953,1061,765,1912,2645,17,55,514,1418,2104,1371,1
21720,17243,21624,14952,8783,18,4930,21624.0,6793,3711,940,867,2847,3761,12,24,395,3113,2758,1543,0
36743,28516,36485,24813,14907,788,7494,36485.0,10747,6614,1304,1942,5527,5659,54,101,847,5301,4480,2788,1
22113,16326,22022,14437,9176,2107,4414,22022.0,6432,2291,437,532,4253,3998,11,15,270,5007,2781,978,0
56418,47102,55904,38786,23786,1858,11205,55904.0,15700,10317,5352,3975,5800,9029,120,282,3187,4230,6959,5599,1
33107,26657,32842,23157,13869,177,6892,32842.0,10590,6377,2546,2014,3712,4704,48,119,1408,2236,4792,3109,0
27324,22344,27205,19448,11149,171,5932,27205.0,9491,4952,1534,1444,4083,3634,30,90,610,2861,3971,2693,0
62264,50556,61784,43084,26603,3791,12792,61784.0,16818,10596,5646,2812,6376,10639,107,325,2895,7129,8882,5788,1
28212,22809,28010,19276,11550,782,5871,28010.0,9562,5383,1436,861,3216,3975,40,110,1010,1885,3953,2743,1
26839,20454,26720,17789,11125,473,5916,26720.0,7576,4010,927,1126,3619,4648,8,43,717,4559,3353,1818,2
96189,89353,94497,63582,39777,3496,15252,94497.0,18558,14471,13055,9737,13036,21850,367,2941,12251,5247,11392,9782,1
13502,11284,13419,9979,5655,91,2838,13419.0,5076,1774,923,587,1123,2089,22,15,520,1686,2199,1131,0
17541,14841,17358,12966,7303,97,3600,17358.0,5329,3355,1306,928,1821,2499,37,50,1025,1951,2646,1841,0
26233,21198,26087,18576,10938,43,5550,26087.0,8942,4091,1632,1381,2741,4184,20,69,1097,2814,4386,2352,1
44443,36181,44081,30178,18914,1636,8465,44081.0,10436,8048,5687,3754,3743,7220,89,370,3616,2391,5537,4695,1
7695,6107,7624,5351,3285,150,1463,7624.0,2740,882,354,403,825,1157,13,20,390,985,1281,792,2
7605,6360,7544,5439,2861,100,1551,7544.0,2761,1353,416,581,1252,1080,11,8,332,577,751,650,0
8719,7344,8651,6546,3758,60,1560,8651.0,3121,1274,699,432,706,1495,19,4,464,988,1562,703,0
33520,28357,33291,24792,12895,361,6552,33291.0,12056,5213,2096,1786,4540,5222,53,48,1620,3807,4422,3104,1
55486,46063,55002,39835,21981,490,13124,55002.0,15122,11551,5997,5561,5751,6954,153,410,3933,3232,6362,6572,0
78859,63608,77863,55132,31831,6468,16380,77863.0,22171,14830,6721,4707,8915,11871,288,718,3519,7891,10980,6648,0
29405,24529,29213,21070,11695,344,5706,29213.0,9947,3961,1998,1360,4031,4709,41,100,1727,3437,3826,2825,0
10449,8341,10394,7291,4367,20,2208,10394.0,3592,1664,363,444,975,1826,18,10,315,1357,1367,1011,0
14926,11804,14823,10272,6195,19,3237,14823.0,4715,2307,719,718,1756,2616,30,40,453,2078,1932,1238,1
13927,11365,13738,10183,5572,664,2523,13738.0,4318,2674,847,525,1401,2681,49,31,630,1714,1924,1440,0
16895,14083,16752,12289,6778,125,3514,16752.0,5523,2994,1632,915,1924,2635,19,60,649,1491,2258,1651,0
7141,6065,7100,5257,3057,11,1370,7100.0,2630,1158,446,339,752,1068,8,8,332,691,1237,659,0
9208,7498,9159,6516,3858,14,1925,9159.0,3186,1715,613,454,1244,1170,3,12,270,732,1261,850,0
24254,20367,24004,16733,9619,158,5004,24004.0,7891,3100,1805,1252,3322,4298,42,86,1218,2719,2947,2319,0
42481,33947,42263,29210,17347,74,9522,42263.0,11753,7421,2216,1654,5607,6774,31,72,1583,6237,5525,3397,2
9154,7178,9106,6268,3792,14,1974,9106.0,2955,1225,351,325,1114,1649,6,5,307,1430,1121,879,0
16583,13196,16500,11338,6968,24,3464,16500.0,5619,2501,791,782,2229,2435,26,40,549,1878,2083,1627,0
5717,4712,5691,4064,2391,9,1201,5691.0,1967,1176,153,150,783,945,0,11,150,618,610,540,0
86956,70994,86212,61058,36571,958,18991,86212.0,21879,19995,8074,6228,8515,11867,175,471,5043,6067,12055,8584,1
23796,18322,23691,15859,9687,117,5114,23691.0,7675,3272,861,989,3597,3504,12,25,619,3432,2987,1841,0
20875,17671,20092,15993,8666,633,3421,20092.0,6840,5109,1293,869,1919,3074,266,82,711,2040,3491,2346,2
16157,12858,15855,10671,6736,48,3744,15855.0,3772,3705,1430,604,991,2577,56,59,887,877,2386,1878,0
45870,37164,45008,32218,19173,407,10150,45008.0,12329,10600,4091,2548,2732,5693,236,223,2176,3022,6761,5822,0
15014,12875,14856,11439,6686,46,2853,14856.0,3206,4047,2248,1039,864,2087,29,48,1302,636,2318,1927,1
248007,205842,230022,171208,98383,5491,61823,140466.75,51751,54210,35638,21132,17950,31830,9155,6724,14949,14660,29394,30718,2
13587,10949,13350,9528,5708,37,3021,13350.0,3935,3090,1159,842,675,1680,122,28,551,793,1823,1979,2
15457,13018,15263,11634,6807,81,3082,15263.0,4553,4061,1447,811,918,2301,67,52,710,863,2485,1917,1
48971,39567,47281,33454,18575,246,13238,47281.0,10667,11082,7158,4890,2781,5121,705,1031,2396,2151,5414,6832,1
62415,51461,61615,44465,24410,982,14709,61615.0,16300,15842,6361,4150,3701,8204,182,774,2625,3337,8350,8682,0
34690,26045,33398,21724,12679,80,10091,33398.0,9290,6049,1799,1462,2837,3990,773,127,678,3908,4390,3979,2
56833,46612,55389,39986,22735,717,13267,55389.0,13927,14142,6391,4720,3819,6310,441,301,2648,2878,6657,7834,1
16644,13554,16494,11637,6812,296,3724,16494.0,4699,3856,1321,676,1226,2442,36,63,634,1127,2495,1957,0
488073,430983,459148,341196,203750,25347,106084,140466.75,61225,94252,102061,69439,31371,70390,12064,23035,68513,15145,52096,61254,1
88759,73104,85237,63011,33840,2381,19579,85237.0,25823,20675,7115,5036,7407,10815,1309,472,3037,6361,11369,11691,1
27785,23805,27114,21378,12548,144,5076,27114.0,6727,6332,4399,2385,1366,3330,249,112,2602,1318,3676,3813,2
44159,36157,43665,30724,18555,486,9465,43665.0,9760,11669,5065,3137,2791,6038,82,376,2276,1954,5745,5155,0
43857,36885,43231,26879,16373,220,9059,43231.0,9102,8530,4754,2557,2253,8619,228,1143,2682,1811,5431,5451,0
98736,84836,96932,64097,39493,874,20872,96932.0,16621,23672,12686,6962,6267,17054,519,3297,6750,4368,13331,11956,0
4423,3781,4386,3410,1987,10,774,4386.0,1265,1345,420,225,299,667,14,13,129,251,665,531,0
101633,83667,97265,70774,40697,1305,23044,97265.0,26308,22465,11234,7204,6698,12049,1700,1148,4988,5779,12889,13100,1
9304,7525,9166,6433,3836,76,2043,9166.0,2436,2262,563,445,654,1278,32,13,373,799,1309,1038,2
51208,42906,50559,31727,19396,588,10886,50559.0,11971,10285,4327,2482,3936,9374,221,312,2500,2644,6628,5971,2
36842,29904,35809,25804,14866,140,8953,35809.0,9623,8263,4091,2950,1806,4347,490,198,1885,1942,4400,5175,1
19051,15278,18308,13275,7919,88,4388,18308.0,5449,3845,1729,1081,1322,2236,268,86,731,1521,2580,2251,0
23687,18997,23351,16481,9547,87,5889,23351.0,5699,5751,2704,2014,1286,2499,102,129,1326,1001,2717,3127,0
5916,5077,5881,4624,2822,3,981,5881.0,1636,1805,611,273,301,923,13,18,280,292,1017,677,2
20449,16775,19930,14491,7843,400,4631,19930.0,6049,4765,1288,1049,1480,2730,144,53,717,1672,2621,2526,1
83686,69434,78131,57551,32117,681,19857,78131.0,19691,19174,9538,6421,5346,11174,2479,560,4188,4960,10075,10844,1
26664,22028,25977,19276,10527,557,5673,25977.0,8066,6156,1821,1146,2167,4153,188,115,741,2492,3598,3036,1
166426,135214,146834,111210,62650,11052,42829,140466.75,36355,36305,18591,15503,13977,22475,7880,2393,9334,10625,20173,17503,2
20574,16725,20111,14427,8239,69,4849,20111.0,6014,4686,2024,1332,1196,2585,219,60,607,1096,2505,2900,1
114638,97830,112897,74487,46137,1610,24462,112897.0,19090,26501,15650,8949,7334,19692,371,4742,8950,4296,13778,14411,0
16836,13340,16314,11354,6609,39,4349,16314.0,4421,3752,1375,934,1073,2055,303,58,659,1147,2011,2227,0
19977,16140,19653,14098,8587,72,4215,19653.0,5974,4475,1516,853,1162,2778,100,62,827,1306,2765,2525,0
28743,23668,28403,20564,12094,157,6302,28403.0,7964,7194,2532,1629,1575,3197,131,124,1028,1846,3916,3885,0
81442,65960,78877,56905,34013,442,18210,78877.0,22099,18714,7963,4770,4992,9256,1069,2050,3225,4904,10795,11088,1
134063,109372,131071,92910,53176,841,32869,131071.0,32973,29520,15345,9928,7922,16298,1223,7146,7430,7642,16887,17842,1
41749,34386,41227,29941,17974,108,8567,41227.0,12713,10178,3149,2147,2792,5469,176,218,1277,2624,5953,5113,1
15404,12695,15013,11302,6571,77,3085,15013.0,4738,3744,1114,805,968,1958,126,68,426,1280,2415,1927,1
4232,3327,4054,2562,1318,19,1379,4054.0,1107,824,257,111,555,693,6,1,150,224,551,377,0
947735,761125,821696,627652,383591,253764,236377,140466.75,176819,182767,121110,69739,93523,125793,51429,32422,67997,78959,112851,101231,3
44673,35657,43012,30483,17376,512,11670,43012.0,11460,10270,4181,2784,3018,5147,764,289,1754,2818,5381,6234,1
37660,31235,37141,27408,15415,73,8432,37141.0,11851,8348,3268,2579,2223,4660,198,111,1345,2596,4849,5051,0
35998,30375,35613,27032,16003,152,6639,35613.0,8818,8703,4830,2528,2168,4614,82,188,2608,2073,5321,4376,0
176695,146882,170336,122988,69648,1736,44424,140466.75,40500,40002,24780,16113,12236,22099,2728,5229,10055,7651,20641,22756,1
86395,72316,84439,60769,34228,1177,20372,84439.0,12713,16736,18163,14232,5873,11159,483,1509,10837,2320,8493,8975,2
7469,5986,7397,5195,3051,21,1704,7397.0,2122,1650,669,458,420,954,35,13,323,431,945,847,0
41019,33995,40396,25871,15002,232,9159,40396.0,8876,8404,4856,4173,2014,6822,201,301,2314,1421,4438,4825,0
44205,35618,43549,30872,18004,96,10500,43549.0,11781,10848,4256,3065,2623,5481,226,159,1872,2115,5939,5512,1
70019,58946,68166,44737,27814,383,14547,68166.0,14113,13638,9640,5151,4082,12205,546,1969,4440,2906,8527,8841,0
14159,11742,14006,10409,6329,39,2699,14006.0,4291,3349,1305,674,759,2040,42,62,462,1002,2057,1964,0
195408,157106,172862,132530,75651,21767,48510,140466.75,42256,44046,21610,16978,16792,23196,10046,2121,10778,13840,23234,21079,2
18021,14421,17661,12310,7349,82,4200,17661.0,5019,3759,1460,821,1262,2082,119,95,851,1221,2319,2545,2
160331,129697,148207,108792,62905,7978,40183,140466.75,40127,34652,15410,11031,12541,19906,5948,1630,7900,10703,20465,18847,2
14755,11805,14582,10268,6232,61,3315,14582.0,4369,3052,1022,554,890,2110,37,41,495,1330,2103,1824,0
84345,68501,82653,58155,31799,552,22883,82653.0,15247,20852,13963,11241,4879,8466,483,900,5834,2259,7977,10542,0
61976,51241,59301,44014,25192,357,14767,59301.0,15588,14123,6924,4361,3249,7938,1156,337,3397,3982,7948,8098,1
16557,13670,16289,12087,7038,77,3454,16289.0,4203,4177,1713,1063,1078,2497,42,49,952,1042,2577,1629,0
41949,33785,41044,29299,17019,143,9562,41044.0,12814,9218,2945,2262,2437,5184,366,180,1684,2638,5902,5063,0
115507,93713,109178,79451,46390,1684,27582,109178.0,29195,25268,13283,7905,7836,13409,2297,5310,5653,6052,14790,14773,1
20689,16312,20373,14058,8388,58,5089,20373.0,6379,4028,1403,1012,1320,2184,128,56,627,1621,2624,2768,0
28816,23444,27149,20076,11524,62,6985,27149.0,7788,6260,2776,1676,1695,2959,1086,123,1171,2081,4061,4229,0
29773,23816,29379,20379,11616,109,7878,29379.0,7705,5961,2881,1614,2629,3583,145,92,1529,2303,3850,3571,0
21430,18490,21162,16692,9658,35,3809,21162.0,5168,5768,2969,1575,1220,3234,45,61,1555,1232,3415,2594,0
102228,84670,91650,67369,39699,980,24000,91650.0,21191,20890,12204,8053,6703,16259,4604,845,7006,6078,12296,12256,2
15911,13127,15703,11719,6916,36,3232,15703.0,4317,3898,1755,870,986,2069,49,63,826,923,2172,1976,0
131887,109127,128502,93734,51605,1155,32377,128502.0,28297,32364,20316,15808,7195,13858,1052,1415,7526,5231,15012,16619,2
389891,325952,373768,277757,152663,4914,93810,140466.75,65576,81873,78511,63956,25408,44698,4041,10721,40693,11104,37778,44201,2
52410,42863,51103,37085,21387,154,11870,51103.0,15718,11249,5022,3692,2709,6671,425,194,1844,3252,7032,6549,2
24496,20452,23167,18133,9949,454,4834,23167.0,7519,5371,1756,1218,1885,3799,509,94,992,2495,3514,3013,0
166994,140198,161210,113634,67875,2975,36132,140466.75,39008,34896,22213,12633,13121,23413,2188,3822,8838,8679,19831,20587,1
74749,60207,73069,52010,31598,393,17004,73069.0,19795,17393,6961,5092,4376,9063,593,1319,4012,3849,10086,9453,1
